cs_br_concentration,pb_br2_concentration,temperature,oa_concentration,oam_concentration,reaction_time,solvent_type,stoichiometry_valid,concentration_valid,ligand_valid,physics_failure_prob,bandgap,plqy,emission_peak,particle_size,emission_fwhm,lifetime,stability_score,phase_purity,phase_label
1.734069,0.982886,141.232697,1.127514,1.438334,50.040039,3,True,False,False,0.600000,2.337885,0.013095,484.093048,17.023546,35.754929,7.971239,0.665813,0.895969,3
1.625052,1.787409,228.011444,0.003891,0.511496,53.395554,2,True,False,True,0.300000,2.295089,0.527850,520.212952,32.127239,36.545284,15.408427,0.340221,0.847263,0
1.231823,0.710916,142.126450,0.266643,0.625207,17.597038,3,True,False,True,0.300000,12.098046,0.944613,-467.061188,3.679286,55.459515,28.879755,0.659482,0.679881,1
1.113839,1.984263,211.576050,0.135173,0.750230,4.490917,3,True,False,True,0.300000,2.296269,0.397787,516.993469,16.163486,34.062908,9.018948,0.505530,0.944477,0
3.000000,1.212725,199.484177,0.724301,0.030727,55.856403,3,True,False,True,0.300000,24.409803,0.927673,-1698.015015,7.319953,43.821236,21.862995,0.588449,0.902717,1
3.000000,0.829460,154.647720,0.253430,0.569219,49.020428,0,False,False,True,0.600000,2.161053,0.199727,545.006287,22.371000,37.167946,7.240884,0.682376,0.500000,3
1.874782,0.864602,186.799759,0.887253,0.191880,1.915938,0,True,False,True,0.300000,2.051303,0.149950,540.232544,20.643250,35.871147,10.513726,0.488974,0.576091,3
1.589159,0.698429,120.108017,0.056265,0.428925,25.192122,1,True,False,True,0.300000,2.345246,0.563001,479.754242,11.765755,42.835720,9.798365,0.454802,0.869684,2
0.768752,0.747318,100.390816,0.003934,0.765088,14.557796,2,True,False,True,0.300000,2.090076,0.182682,494.318726,14.617429,32.394760,6.109058,0.372757,0.701605,3
2.315667,1.191575,199.678619,0.574884,0.709390,38.780472,0,True,False,True,0.300000,2.301658,0.588772,504.617737,26.184162,31.068359,12.594244,0.591925,1.000000,0
1.781553,1.109782,177.825928,0.117698,0.479351,19.507029,2,True,False,True,0.300000,11.275522,1.000000,-382.388794,2.483334,66.539215,25.098602,0.663000,0.707133,1
3.000000,1.114286,177.749771,0.289374,0.715728,42.706036,0,True,False,True,0.300000,33.683674,0.891530,-2617.988770,2.174872,64.127365,30.680304,0.673793,0.936810,1
0.702806,2.000000,141.667465,0.116171,0.869718,27.524364,3,False,False,True,0.600000,11.464978,0.918245,-400.333344,4.856979,46.422531,26.827822,0.692053,0.737514,1
3.000000,2.000000,182.022690,1.406942,0.279261,41.705128,0,True,False,True,0.300000,2.304182,0.715480,530.413391,29.837126,38.308201,15.514563,0.790912,0.562190,0
0.751544,0.960879,250.000000,0.566461,0.495010,2.471979,4,True,False,True,0.300000,2.250461,0.057133,553.851013,19.963871,35.790829,12.638442,0.133970,0.667100,3
1.609871,0.857491,147.868866,0.328131,0.037409,29.162151,1,True,False,True,0.300000,13.428561,1.000000,-578.651672,7.572623,37.748577,26.910589,0.788314,0.760142,1
1.622870,0.753955,203.551987,0.076443,0.674706,9.486434,1,True,False,True,0.300000,2.294430,0.404630,524.652222,22.491156,38.720486,12.362789,0.547684,0.776394,0
1.459162,0.790741,250.000000,0.187074,0.279996,6.486413,2,True,False,True,0.300000,2.127501,0.076164,511.630676,10.465504,38.304771,7.129585,0.123361,0.803997,3
0.602509,1.319497,174.836517,0.112886,0.755504,37.170124,1,False,False,True,0.600000,2.342173,0.154039,561.983032,21.085209,34.222626,8.431218,0.573299,1.000000,3
1.041891,0.673854,180.164505,0.240277,0.345206,53.561337,4,True,False,True,0.300000,2.301197,0.498816,523.033936,32.294613,35.112492,14.849102,0.851603,0.559834,0
2.556037,0.632335,148.306549,1.152118,0.588458,37.701324,1,False,False,True,0.600000,2.401241,0.361165,527.973511,10.560432,39.697098,6.719851,0.650414,0.583027,2
1.253161,0.741184,218.074905,0.055520,0.412393,26.528126,0,True,False,True,0.300000,11.886865,0.846133,-430.172546,2.131945,67.904289,20.998932,0.269711,0.660798,1
3.000000,1.366188,211.210556,0.287702,0.341605,54.861290,1,True,False,True,0.300000,2.297789,0.387343,508.126343,29.127935,34.401340,14.792397,0.502326,0.897554,0
1.328215,2.000000,132.814240,0.022107,0.617956,49.900822,1,True,False,True,0.300000,10.094091,0.898072,-272.946411,2.730131,63.693993,24.642246,0.754012,0.636621,1
1.259536,0.560896,80.000000,0.158133,0.681213,49.621025,0,True,False,True,0.300000,18.536402,0.896669,-1106.314209,2.323940,68.970016,17.267551,0.228249,0.500000,1
0.962679,0.568138,119.763908,0.179887,0.528640,24.112720,1,True,True,True,0.000000,11.982514,0.960329,-429.470459,2.009791,73.839058,27.092432,0.645877,0.709696,1
1.683572,1.024421,153.508301,0.232573,0.337606,14.560884,0,True,False,True,0.300000,2.303791,0.582937,518.433594,23.658770,31.413944,14.796758,1.000000,0.732118,0
1.011300,0.547266,177.330902,0.400431,0.397110,30.887163,1,True,True,True,0.000000,2.295620,0.787790,493.564941,26.470648,32.783138,17.221975,0.877657,0.857252,0
1.850657,1.064901,152.970734,0.134873,0.529259,13.203816,0,True,False,True,0.300000,12.190286,0.867352,-460.387604,3.456406,58.392513,23.866798,0.780481,0.500000,1
1.828027,0.991630,166.906219,0.490731,0.189387,29.604866,4,True,False,True,0.300000,2.302394,0.589918,518.784973,29.163782,31.946081,11.685926,1.000000,0.805136,0
1.994557,1.071450,107.591400,0.067323,0.531187,2.116111,1,True,False,True,0.300000,2.202955,0.279991,504.897247,20.794655,37.002434,3.387197,0.462138,1.000000,3
1.961025,2.000000,177.679779,0.350781,1.266462,24.734415,3,True,False,True,0.300000,2.253366,0.040669,537.854004,13.828238,34.562660,5.825444,0.526529,0.587267,3
1.119421,1.135222,184.291016,0.601215,1.500000,20.756300,1,True,False,True,0.300000,2.294056,0.611826,523.869568,28.399324,34.857536,17.898302,0.822813,0.533427,0
1.719315,1.283794,233.499023,0.228413,0.215948,37.101433,3,True,False,True,0.300000,10.042078,0.916581,-277.070984,5.397827,41.202560,27.385759,0.207907,0.945577,1
0.963144,0.843077,186.718567,0.199888,1.500000,10.816007,1,True,False,True,0.300000,2.295797,0.561293,517.122192,24.372931,37.006165,19.381010,0.694889,0.785161,0
2.772695,0.524200,169.836716,0.049392,0.059219,11.792195,0,False,False,True,0.600000,2.227638,0.689526,517.815979,7.831752,49.759407,9.478188,0.645833,0.637825,2
0.838055,1.937775,152.254211,0.022712,0.142304,44.326668,1,False,False,True,0.600000,10.945928,0.909393,-361.055450,7.216936,40.815224,23.542473,0.889911,0.815327,1
3.000000,0.791793,185.617264,0.490303,0.638891,54.591736,1,False,False,True,0.600000,2.013210,0.101516,506.430603,3.613886,57.344326,8.710635,0.451061,0.881543,3
0.964781,2.000000,151.909531,0.391198,0.584732,18.780378,3,False,False,True,0.600000,2.316417,0.277709,562.060486,20.046223,38.071922,8.328891,0.555355,0.792668,3
2.292125,1.691171,189.530487,0.439703,0.461149,24.476440,2,True,False,True,0.300000,10.206422,0.936060,-275.251099,2.002556,74.588432,26.852146,0.665966,0.917329,1
0.872800,0.995529,205.270401,0.527990,1.375104,20.084259,0,True,False,True,0.300000,2.112679,0.072655,537.253418,13.721766,33.050938,6.660697,0.375190,0.819897,3
3.000000,0.554881,165.880203,0.279705,1.136458,11.157534,0,False,False,True,0.600000,2.198193,0.121014,467.298248,21.040998,36.560215,5.226057,0.519351,1.000000,3
2.456356,2.000000,165.806641,0.090960,1.016772,55.981182,3,True,False,True,0.300000,2.016801,0.162826,512.071228,4.300879,54.513199,13.481924,0.590070,1.000000,3
1.351954,0.860395,195.812119,0.215829,0.553414,50.195148,1,True,False,True,0.300000,2.309025,0.479627,512.486633,30.075298,27.490160,14.129386,0.612359,0.965568,0
1.759525,0.612181,96.261261,1.500000,0.271918,41.068356,0,True,False,True,0.300000,45.770447,0.846434,-3822.313232,2.003768,76.639038,22.720217,0.416742,0.712504,1
1.180833,0.579777,173.182175,0.322373,0.106047,49.317184,1,True,False,True,0.300000,15.122741,0.933626,-765.301636,5.061672,44.642277,22.073988,0.739945,0.654768,1
1.458353,1.069631,124.142662,1.015572,0.849606,17.610176,0,True,False,True,0.300000,10.305079,0.978455,-284.082001,2.402424,66.697159,25.921972,0.729972,0.807961,1
1.516724,1.680990,87.852325,1.141932,0.048065,52.012760,3,True,False,True,0.300000,9.902838,0.846960,-241.862930,2.401932,61.389530,19.403919,0.385788,0.651456,1
1.458510,0.573801,202.856583,0.139281,1.112954,28.831045,3,True,False,True,0.300000,2.285253,0.004414,514.266418,21.980631,33.784473,7.281549,0.324633,0.947147,3
1.591786,0.704571,166.888123,0.109678,0.079979,56.998154,3,True,False,True,0.300000,2.124986,0.127085,587.765930,17.850750,35.962044,13.176793,0.649189,0.687497,3
1.704371,0.890502,122.122887,0.222366,0.119747,35.121445,1,True,False,True,0.300000,2.266569,0.245381,544.786804,13.314149,36.069481,8.503279,0.513260,0.829807,3
1.968574,0.779659,154.113205,0.563656,0.063453,52.365368,4,True,False,True,0.300000,26.118690,0.915279,-1882.113647,2.930270,59.555355,29.868628,0.820220,0.930068,1
1.011649,1.744738,160.864639,0.931312,0.847204,15.108831,0,True,False,True,0.300000,2.292312,0.929785,513.079834,24.561323,35.538704,17.939138,0.957889,0.685663,0
0.220494,1.311225,119.670975,0.002808,0.379082,11.976577,2,False,False,True,0.600000,12.824485,0.891336,-536.198059,3.361829,55.206841,27.186079,0.685880,1.000000,1
0.572664,0.770153,135.055359,0.462223,0.197587,13.936058,0,True,False,True,0.300000,2.300964,0.906034,525.263123,22.720083,35.795208,16.331785,0.838094,0.744689,0
3.000000,1.312502,162.637329,0.160140,0.193089,54.848919,4,True,False,True,0.300000,19.549347,0.878573,-1208.727783,5.245052,38.994625,27.844376,0.814708,0.826685,1
0.754651,1.190498,202.822021,0.050660,0.505636,22.950201,4,True,False,True,0.300000,10.377366,0.893168,-288.980957,2.072419,71.864304,25.541113,0.430349,0.951718,1
1.403414,1.042732,193.293137,1.440271,0.553216,1.273448,2,True,False,True,0.300000,2.275624,0.165150,558.856934,10.801937,40.593708,6.123098,0.421844,0.699726,3
3.000000,0.363701,177.188019,0.815143,0.600351,34.787109,0,False,False,True,0.600000,2.461334,0.572029,492.926239,6.976352,44.801720,7.503892,0.459108,0.780205,2
1.478808,0.410325,171.242294,1.500000,0.589697,53.900867,3,False,False,True,0.600000,2.568254,0.545379,521.388123,13.989294,46.540092,9.629173,0.470378,0.752371,2
1.544237,1.685887,102.881157,0.258201,0.304409,31.770275,2,True,False,True,0.300000,9.952168,0.926531,-233.192673,3.240150,57.257317,23.777487,0.549866,0.949514,1
1.732183,0.691381,202.591888,0.979956,0.625164,25.261038,1,True,False,True,0.300000,2.333695,0.744147,487.702606,5.708192,54.181217,7.809398,0.276941,0.680894,2
2.854359,1.437747,124.187088,0.707752,0.214636,52.922417,2,True,False,True,0.300000,14.782774,0.940276,-706.389343,2.355087,66.587425,22.663715,0.768353,0.746899,1
0.665951,1.036442,156.558792,0.005384,0.078180,26.066233,2,True,False,True,0.300000,10.338693,0.923632,-282.076141,2.428028,66.278511,26.319551,0.760755,0.679968,1
1.720665,0.582342,115.325745,0.569112,0.854325,13.918391,3,True,False,True,0.300000,52.942741,0.895015,-4548.491699,4.459519,46.088669,25.408285,0.553009,0.846096,1
1.348667,0.528000,103.131210,1.373744,0.284519,47.157146,1,True,False,True,0.300000,2.060097,0.219421,549.905090,15.090254,39.043423,6.313717,0.353888,0.748093,3
2.383914,0.603494,194.007843,0.017154,0.320256,22.946600,0,False,False,True,0.600000,2.455074,0.438042,507.558868,20.406683,41.032059,5.934954,0.314390,0.848121,2
2.597042,0.542615,154.539093,0.793859,1.500000,13.108806,3,False,False,True,0.600000,2.088207,0.162371,458.759552,8.324368,44.917877,11.854308,0.656761,0.931745,3
1.173339,1.452015,128.044739,0.838196,0.478493,49.394859,0,True,False,True,0.300000,2.015424,0.221999,502.883209,8.677564,39.148067,8.331788,0.544094,0.944517,3
2.939736,0.833672,144.813339,0.110794,1.442233,2.085669,0,False,False,True,0.600000,2.052565,0.090409,571.949646,19.923197,30.601851,6.941381,0.522507,0.754016,3
0.687530,2.000000,143.379578,1.235713,1.179875,4.954542,0,False,False,True,0.600000,2.156585,0.080088,489.119812,7.848475,42.244480,3.682723,0.534570,0.693218,3
1.515530,1.762646,112.997108,0.334248,0.465164,9.205744,3,True,False,True,0.300000,2.294726,1.000000,529.002747,20.055397,40.965096,12.390294,0.693517,0.664774,0
1.308091,0.834389,177.549667,0.001894,0.109144,7.663824,3,True,False,True,0.300000,2.315740,0.030337,533.209534,21.197952,31.448320,9.649917,0.548240,0.890370,3
2.092721,2.000000,182.733063,0.829103,0.277170,26.134907,0,True,False,True,0.300000,2.026965,0.001584,539.931458,7.060019,45.805195,10.838282,0.490831,0.628448,3
1.635038,0.894229,250.000000,1.449551,0.407161,59.579781,0,True,False,True,0.300000,2.297055,0.122922,521.622131,29.098635,39.341633,22.197817,0.127059,0.650939,0
2.089661,0.794565,190.333466,0.360599,0.631466,53.103706,1,True,False,True,0.300000,30.632799,0.936357,-2313.426270,2.458261,68.703972,34.270306,0.554395,0.997454,1
1.582382,0.575040,220.116837,0.513347,1.176129,55.739162,0,True,False,True,0.300000,2.384387,0.672270,512.819214,11.162842,39.777630,5.768643,0.233220,0.736841,2
0.840737,0.645826,174.379486,0.103442,0.867659,39.463058,0,True,False,True,0.300000,2.286775,0.215968,515.874146,7.055076,44.448483,4.128317,0.525511,0.767191,3
1.060559,0.647052,176.302505,0.142905,0.521431,47.693752,0,True,False,True,0.300000,11.620824,0.935660,-390.737335,2.094661,73.952446,20.178864,0.821288,0.756182,1
2.383473,2.000000,204.948288,0.169211,0.265041,54.312172,4,True,False,True,0.300000,2.307878,0.518917,537.219238,29.522856,30.448771,16.114611,0.515043,0.790282,0
2.362515,1.752801,161.916733,1.500000,0.889663,57.227982,0,True,False,True,0.300000,2.312968,0.066440,498.524261,11.150117,42.886852,10.035511,0.589491,0.567915,3
2.291763,1.747806,165.496201,0.891015,0.909927,9.563788,1,True,False,True,0.300000,2.299842,0.754775,489.820770,22.733629,37.702419,13.989390,1.000000,0.924306,0
1.178063,1.030367,111.393005,0.075619,1.500000,34.808819,4,True,False,True,0.300000,2.292095,1.000000,533.354736,28.179781,30.217649,18.446770,0.677924,0.848466,0
0.635773,0.785787,87.637154,0.260333,0.026713,21.492128,0,True,False,True,0.300000,9.862705,0.939989,-252.171249,2.036465,74.433548,27.431704,0.422700,0.800166,1
0.568177,1.106896,161.007492,1.032463,0.718992,30.453865,0,True,False,True,0.300000,2.295877,0.565466,546.166748,27.665777,31.226896,19.016983,1.000000,0.790604,0
0.728807,1.382656,136.006073,1.247230,0.547717,30.683502,0,True,False,True,0.300000,2.305669,1.000000,508.771698,28.338003,34.025902,20.168886,0.998725,0.697492,0
1.564035,0.641581,206.079620,0.048243,0.889735,6.904865,0,True,False,True,0.300000,2.303550,0.449319,519.707581,19.639713,35.033260,12.137643,0.529072,0.737885,0
0.761708,1.701919,135.685013,0.414614,0.414475,46.079388,3,False,False,True,0.600000,11.045176,0.869871,-357.910553,4.214234,51.933846,21.720739,0.669596,0.814720,1
1.196997,2.000000,195.379623,0.209581,0.995730,27.232433,0,True,False,True,0.300000,2.353935,0.238053,514.009827,10.335455,40.841511,3.133838,0.393433,0.938202,3
1.837395,1.197883,142.998856,0.053645,0.134885,7.989825,4,True,False,True,0.300000,2.023671,0.044946,519.922974,6.425769,42.230694,8.784489,0.607861,0.718564,3
1.485161,1.328785,173.454254,0.776168,0.468324,1.387204,1,True,False,True,0.300000,2.256904,0.049982,451.106628,8.038191,46.114605,11.143907,0.548539,0.585695,3
1.487844,1.244074,200.613144,0.462302,0.174646,43.598255,0,True,False,True,0.300000,2.298407,0.559093,529.630676,32.390011,30.311852,13.871322,0.569901,0.902994,0
1.010223,0.416707,93.903503,0.046491,1.500000,12.455132,1,True,True,True,0.000000,22.884478,0.794986,-1554.762939,2.626798,59.129414,23.556026,0.436332,0.813045,1
0.537678,2.000000,206.158875,0.415509,1.500000,57.361237,0,False,False,True,0.600000,2.307797,0.515102,518.075745,29.105873,37.730724,14.895215,0.520034,0.939212,0
2.017796,1.648514,108.283417,0.728987,0.370185,21.049410,2,True,False,True,0.300000,10.174398,0.863923,-255.786133,2.571364,68.203560,22.586643,0.496914,1.000000,1
2.311778,1.058910,147.447388,0.251177,0.198348,39.904236,3,True,False,True,0.300000,2.082155,0.141311,513.642090,4.111585,50.828194,8.162631,0.532796,0.654599,3
2.383992,1.106173,158.828583,0.116125,0.426255,27.656212,1,True,False,True,0.300000,16.898563,0.973255,-944.742432,4.202799,48.713261,22.554983,0.809865,0.877894,1
1.342793,1.485321,147.418304,1.215774,0.226713,36.418549,4,True,False,True,0.300000,2.023171,0.006550,547.137146,9.979745,40.639141,9.473109,0.609565,1.000000,3
2.840106,2.000000,217.009171,0.576675,0.589821,19.888136,1,True,False,True,0.300000,2.301998,0.487574,510.819153,25.041363,28.927395,14.679721,0.388379,0.956831,0
1.968047,0.926523,123.018089,0.297552,0.127171,25.984751,1,True,False,True,0.300000,16.398706,0.862721,-879.760681,4.141823,48.733955,28.284294,0.655424,1.000000,1
2.856092,0.792011,176.669998,0.014438,0.733503,9.749359,4,False,False,True,0.600000,2.348734,0.174912,460.532440,7.139929,48.811626,8.094469,0.517291,0.635553,3
1.049050,0.550077,119.572273,0.328850,0.595134,44.234211,3,True,True,True,0.000000,13.640111,0.920507,-596.453613,6.318026,40.603214,23.111883,0.588416,0.770168,1
0.823945,1.993332,219.108688,0.487622,0.108274,36.543598,1,False,False,True,0.600000,11.142892,0.963174,-375.747345,8.651785,37.472183,19.263226,0.343664,0.707892,1
1.121161,0.888816,213.215729,0.314375,0.254163,57.771881,1,True,False,True,0.300000,2.295996,0.514960,512.798401,26.836189,33.067719,16.503529,0.383672,0.779916,0
2.336313,1.332813,114.274994,0.480038,0.981249,23.953726,4,True,False,True,0.300000,12.248100,0.810335,-475.999115,2.222347,75.605217,26.794476,0.644247,0.900005,1
0.873341,0.917842,140.434067,0.074541,0.093634,26.769012,3,True,False,True,0.300000,9.728395,1.000000,-233.751083,2.001302,77.510109,25.671501,0.756155,0.730881,1
1.252835,1.024583,161.086563,0.371786,0.500835,19.226788,1,True,False,True,0.300000,9.984653,0.912371,-253.792221,5.131616,43.978748,23.859940,0.711976,0.980989,1
1.399815,1.462580,175.878693,1.453960,0.102119,43.286667,1,True,False,True,0.300000,9.783220,0.985868,-222.857315,3.831898,52.591606,22.700768,0.677774,0.774832,1
1.980710,0.369013,162.471237,0.862012,0.406077,28.453169,0,False,False,True,0.600000,2.019999,0.120752,565.581238,12.537141,38.856182,9.385152,0.580184,0.656454,3
1.799220,0.551987,220.702728,0.697212,0.080553,4.270272,0,False,False,True,0.600000,2.399875,0.129760,481.860229,17.871630,29.209402,9.831535,0.223924,0.809503,3
1.717246,0.408470,131.045181,0.662685,1.500000,45.847939,4,False,False,True,0.600000,1273.967163,0.911689,-126632.539062,2.273925,64.338753,19.981497,0.709279,0.782343,1
1.705339,0.683119,171.852249,0.046803,0.622512,16.419130,2,True,False,True,0.300000,2.154052,0.288984,539.061462,13.896146,35.870193,5.775934,0.473338,0.679066,3
1.923545,1.875998,195.835098,0.049850,0.365320,56.095879,0,True,False,True,0.300000,2.297877,0.527757,502.650696,30.697458,29.909754,15.233875,0.614088,1.000000,0
1.947990,0.628953,193.668640,0.071967,0.113403,32.149185,3,False,False,True,0.600000,2.383625,0.443381,517.959656,11.749810,41.627350,5.584485,0.329343,0.709042,2
2.656434,0.957472,80.000000,0.067234,0.876999,28.603090,3,True,False,True,0.300000,38.478031,0.863260,-3101.965820,2.270370,70.691406,25.812738,0.292385,0.879077,1
2.460869,0.435503,158.135849,0.383409,0.413609,11.263466,1,False,False,True,0.600000,2.020703,0.299721,484.473267,19.411896,37.223923,7.494073,0.596432,0.671349,3
2.010056,2.000000,149.387665,1.500000,1.360611,35.746536,2,True,False,False,0.600000,2.300787,0.791678,525.679871,25.552891,40.211678,11.178190,0.965542,0.709257,0
2.255157,1.261466,202.487503,0.368976,0.045501,23.944052,0,True,False,True,0.300000,2.295388,0.516859,536.298767,23.185808,37.591343,14.781987,0.542720,0.935215,0
2.010078,1.339527,88.802872,0.125787,0.152059,13.230579,1,True,False,True,0.300000,2.145873,0.151503,528.190002,3.386361,56.648319,4.751194,0.328796,0.805514,3
0.850416,1.070186,120.382286,0.409084,0.192176,34.076939,1,True,False,True,0.300000,10.047175,0.912945,-243.513382,2.473692,66.572388,28.380606,0.629669,0.716982,1
2.182018,2.000000,198.143555,0.560730,0.825604,41.319042,3,True,False,True,0.300000,2.032975,0.241793,596.922913,10.463525,38.485565,9.049393,0.407860,0.885166,3
1.155369,1.154695,197.370575,0.313129,0.516673,49.910435,0,True,False,True,0.300000,2.088291,0.247652,586.121948,21.231445,38.796997,8.077671,0.294045,0.939552,3
1.514938,0.604887,131.994202,0.298446,1.500000,11.771892,0,True,False,True,0.300000,2.425667,0.414897,489.563660,10.787753,47.121029,6.780449,0.653604,0.890634,2
1.282757,0.672030,146.045349,0.689266,0.040621,11.101796,4,True,False,True,0.300000,2.022181,0.059021,495.586884,3.197917,62.686234,7.278052,0.613397,0.836679,3
1.735566,0.540319,170.148407,1.500000,1.494746,36.924591,0,False,False,False,0.900000,2.481649,0.904572,529.415771,8.100589,46.665367,6.187213,0.602511,0.688630,2
1.462089,0.474144,169.358307,0.230158,0.174357,4.321093,3,False,False,True,0.600000,67.943420,0.884308,-6045.053223,3.830845,47.112816,20.742037,0.638412,1.000000,1
1.020160,1.481648,115.317879,0.220102,0.192631,42.134079,1,True,False,True,0.300000,2.263167,0.035373,550.099182,3.713652,60.627426,4.378391,0.454427,0.892885,3
1.952661,1.965800,150.119415,0.777105,0.799558,51.287998,3,True,False,True,0.300000,2.300898,0.705443,512.226990,29.681873,36.343033,15.696705,0.956975,0.872876,0
1.865398,1.224091,195.820435,0.768454,1.500000,27.004875,1,True,False,True,0.300000,2.297595,0.460643,529.745911,27.236534,32.730400,9.519670,0.634099,0.637518,0
2.570887,1.252670,127.032097,0.978450,0.750210,15.314344,0,True,False,True,0.300000,2.082571,0.139608,574.824402,3.723721,59.504665,7.823906,0.501327,0.574376,3
2.517630,0.755718,142.418564,0.588664,0.031601,46.221424,0,False,False,True,0.600000,2.388194,0.922187,496.318207,12.371888,45.451439,18.184601,0.529367,0.812062,2
0.960892,1.540925,162.860794,0.158126,0.040677,32.008160,1,True,False,True,0.300000,2.345232,0.749605,500.264648,12.820817,45.578869,3.396466,0.571069,0.597482,2
2.039430,2.000000,171.854675,0.116152,0.365091,40.900188,1,True,False,True,0.300000,2.293876,0.555239,504.405151,29.522078,33.959515,16.089478,0.933348,0.791270,0
0.659992,1.476131,203.577942,0.208535,0.434947,33.809547,3,False,False,True,0.600000,2.305692,0.329314,505.907623,29.894075,35.198467,13.857789,0.543773,0.546098,0
2.421771,2.000000,219.918610,0.221064,0.938028,47.177414,1,True,False,True,0.300000,2.444243,0.744613,511.234772,6.155490,48.098492,5.100070,0.151825,0.660108,2
1.296216,1.934549,190.983109,0.391874,0.701406,3.077722,1,True,False,True,0.300000,2.021809,0.206721,461.795868,6.889110,41.684166,7.248243,0.441150,0.839008,3
1.059575,0.663015,164.694931,0.691161,0.589939,4.017388,0,True,False,True,0.300000,2.003187,0.106841,594.223999,12.899896,40.762432,9.330344,0.547927,0.962491,3
1.151999,1.142397,132.117630,0.680835,0.425757,14.637158,3,True,False,True,0.300000,2.085001,0.057713,527.479492,10.861508,36.646683,0.100000,0.437099,0.606759,3
1.803125,0.478846,158.998276,0.088248,0.228318,4.769089,0,False,False,True,0.600000,2.309745,0.478918,545.979370,11.182921,41.748619,6.962333,0.597490,0.729639,2
2.314314,1.955959,139.841125,0.542134,0.025134,37.366550,1,True,False,True,0.300000,9.870546,0.963233,-244.889786,3.219971,63.174313,26.022560,0.757856,1.000000,1
1.997060,1.021050,149.873337,0.536858,0.485458,6.219594,3,True,False,True,0.300000,2.290890,0.016309,455.948944,12.406475,37.173691,3.180703,0.601763,0.704084,3
0.567732,1.777728,212.995880,1.031047,0.363788,13.638106,1,False,False,True,0.600000,2.199505,0.001211,519.374634,18.574015,39.522724,4.642432,0.286613,1.000000,3
2.075293,0.435827,97.352165,1.271650,1.332748,10.896058,1,False,False,False,0.900000,8870.630859,0.995899,-886299.937500,8.137005,37.987480,27.488108,0.399369,0.500000,1
1.481430,1.330125,181.721619,1.140341,0.218689,26.795851,0,True,False,True,0.300000,2.292017,0.667673,530.428040,23.885061,28.559654,17.470629,0.727658,0.979190,0
3.000000,1.209780,111.791595,0.274540,0.158460,5.161825,2,True,False,True,0.300000,2.121379,0.000251,569.873474,6.151357,43.895481,5.307943,0.367844,0.792317,3
0.857905,1.160813,200.217865,0.788101,0.323560,29.393515,1,True,False,True,0.300000,2.300773,0.427939,525.645630,22.764593,37.322285,15.583302,0.680899,0.721861,0
0.983873,1.471700,194.341873,0.755158,1.027916,22.989050,1,True,False,True,0.300000,2.297593,0.605597,506.111267,26.321154,36.859062,16.920752,0.640746,0.903075,0
1.142270,0.777590,195.866089,0.862195,0.033177,9.314940,3,True,False,True,0.300000,10.616657,0.867258,-316.921722,4.301230,52.092896,29.925684,0.561553,0.569027,1
2.904813,1.193533,212.513809,0.293729,0.521626,24.710932,0,True,False,True,0.300000,2.302884,0.433327,524.312866,23.617115,33.561626,21.188231,0.384573,0.872476,0
2.106740,0.573215,188.763580,0.206428,0.088437,42.274693,0,False,False,True,0.600000,2.355848,0.872697,501.626770,6.241927,49.838955,14.205989,0.460838,0.565069,2
0.818009,2.000000,152.043411,0.119362,0.218122,27.855259,3,False,False,True,0.600000,2.384684,0.652210,496.956146,9.485993,48.003040,6.301958,0.574471,0.779406,2
0.826292,1.666284,197.807617,0.463517,0.465342,24.109093,2,False,False,True,0.600000,2.148197,0.109033,554.415405,19.326994,34.510529,8.019296,0.351824,0.594814,3
1.892738,0.823693,139.444031,0.184572,0.419115,39.044605,0,True,False,True,0.300000,2.295641,0.903963,527.828735,29.517950,34.776070,9.031198,1.000000,0.724710,0
2.053236,0.785064,234.910614,1.168974,0.608059,8.024422,0,True,False,True,0.300000,2.309306,0.516100,507.785858,15.023248,39.735886,9.239512,0.125673,0.684833,2
1.555561,2.000000,188.149139,0.494016,0.344616,30.424051,3,True,False,True,0.300000,2.295536,0.552856,520.765625,29.905689,33.709068,15.837475,0.750082,0.500000,0
2.201813,2.000000,171.936859,0.780072,1.500000,15.790995,1,True,False,True,0.300000,2.303786,0.610358,531.674438,21.965132,32.784485,15.604232,0.761748,0.732148,0
2.136086,0.731521,140.149628,0.373728,1.151500,40.069229,2,True,False,True,0.300000,49.738968,0.903264,-4223.538086,3.369552,50.507786,19.946379,0.829970,0.935213,1
2.497864,1.162826,155.434357,0.060662,0.927220,38.499382,3,True,False,True,0.300000,2.369367,0.087123,544.582581,16.905592,38.450520,10.295568,0.652460,0.739980,3
1.070507,1.382223,118.849770,1.213641,0.232336,27.539118,1,True,False,True,0.300000,9.685462,0.847552,-252.521255,2.890934,60.770390,23.498875,0.731877,0.784404,1
2.047287,1.668788,210.504196,0.140392,1.500000,18.720697,0,True,False,True,0.300000,2.177584,0.119552,473.260010,17.766092,34.875690,8.745136,0.448163,0.897543,3
0.897572,2.000000,167.566925,0.124884,0.584864,38.915787,2,False,False,True,0.600000,2.303482,0.705182,515.337524,28.949492,33.312435,18.028397,0.909705,0.724188,0
1.081808,1.002129,90.856743,0.350812,1.214735,9.835103,1,True,False,True,0.300000,9.687533,0.861326,-239.135727,4.317401,49.737667,27.883024,0.444185,0.738809,1
